id_pedido,data_pedido,categoria,preco,custo_produto,quantidade,metodo_pagamento,dias_de_entrega,retornou,total,frete,idade_do_cliente,nota_avaliacao,estado
O101280,2025-07-10,Brinquedos,14.02,7.83,2,Boleto,7,Não,23.83,05.05,32,4,SC
O102911,2025-07-10,Brinquedos,11.81,7.19,1,Boleto,8,Não,11.81,6.46,29,5,ES
O102999,2025-07-10,Vestuário,85.5,46.37,4,Cartão de Débito,3,Não,324.9,14.01,22,5,SP
O103898,2025-07-10,Moradia,206.86,106.73,1,Pix,4,Não,196.52,10.8,34,4,RS
O104666,2025-07-10,Vestuário,20.13,6.99,1,Boleto,5,Não,19.12,4.24,41,4,SC
O105109,2025-07-10,Brinquedos,45.17,28.04,1,Cartão de Crédito,8,Não,45.17,3.31,42,3,PR
O105460,2025-07-10,Vestuário,57.0,29.49,1,Cartão de Crédito,4,Não,54.15,5.41,28,5,RJ
O105802,2025-07-10,Eletrônicos,942.99,300.71,1,Pix,1,Não,848.69,13.99,21,5,SP
O105848,2025-07-10,Vestuário,61.15,25.35,1,Cartão de Crédito,5,Não,61.15,10.2,36,4,RS
O106322,2025-07-10,Brinquedos,7.37,3.23,1,Pix,2,Não,6.26,3.4,26,4,SP
O106978,2025-07-10,Eletrônicos,115.51,62.58,1,Pix,2,Sim,98.18,9.56,37,4,RJ
O107508,2025-07-10,Moradia,107.18,47.6,1,Cartão de Crédito,11,Não,107.18,8.35,41,2,PI
O107535,2025-07-10,Eletrônicos,314.35,164.3,1,Pix,5,Não,314.35,13.7,24,5,RJ
O108347,2025-07-10,Moradia,93.84,36.38,2,Cartão de Crédito,5,Não,187.68,11.57,35,4,GO
O108743,2025-07-10,Esportes,286.16,125.93,1,Pix,4,Não,286.16,8.34,48,4,SP
O109406,2025-07-10,Moradia,114.33,47.05,2,Pix,6,Não,228.66,11.44,22,4,PR
O109509,2025-07-10,Esportes,359.03,203.86,4,Pix,12,Não,1148.9,11.55,34,1,TO
O111847,2025-07-10,Brinquedos,113.27,54.1,1,Cartão de Crédito,3,Não,113.27,12.94,37,5,SP
O112270,2025-07-10,Alimentos,12.23,6.3,4,Cartão de Débito,2,Não,48.92,7.92,18,5,SP
O112797,2025-07-10,Moradia,902.79,308.96,2,Pix,3,Sim,1805.58,15.9,45,5,RJ
O113829,2025-07-10,Eletrônicos,1766.83,700.53,1,Pix,4,Não,1590.15,12.76,50,4,SP
O114752,2025-07-10,Beleza,461.77,268.98,1,Cartão de Débito,8,Não,461.77,10.71,47,3,BA
O115664,2025-07-10,Eletrônicos,1145.18,647.71,1,Cartão de Crédito,6,Não,1145.18,15.08,37,4,MT
O116755,2025-07-10,Eletrônicos,1592.15,567.21,2,Cartão de Crédito,5,Não,3025.08,15.45,32,4,RJ
O117120,2025-07-10,Brinquedos,13.72,6.0,3,Boleto,4,Não,41.16,4.84,42,5,SP
O117447,2025-07-10,Vestuário,268.76,88.51,1,Cartão de Débito,2,Não,268.76,11.19,18,5,RJ
O118601,2025-07-10,Alimentos,12.99,4.86,1,Cartão de Crédito,4,Sim,12.99,3.81,30,5,SC
O119076,2025-07-10,Vestuário,372.81,117.24,1,Cartão de Débito,4,Não,372.81,15.82,48,4,SP
O119587,2025-07-10,Eletrônicos,569.77,220.44,2,Pix,7,Não,1025.59,13.99,23,4,RS
O120545,2025-07-10,Alimentos,19.21,7.15,1,Cartão de Crédito,7,Não,19.21,7.24,18,3,RS
O120622,2025-07-10,Moradia,241.03,160.37,1,Cartão de Débito,5,Não,241.03,13.31,36,5,PR
O121867,2025-07-10,Vestuário,217.49,94.41,1,Pix,3,Não,206.62,10.13,26,5,SP
O121893,2025-07-10,Alimentos,25.52,10.23,2,Pix,7,Não,51.04,06.03,24,5,SC
O122653,2025-07-10,Vestuário,232.9,92.54,1,Pix,5,Não,186.32,14.52,61,4,SP
O124694,2025-07-10,Vestuário,107.7,56.78,1,Cartão de Débito,4,Não,102.32,10.96,18,5,SP
O124733,2025-07-10,Brinquedos,85.26,52.83,3,Cartão de Crédito,4,Não,242.99,9.51,18,3,ES
O124805,2025-07-10,Beleza,52.87,34.02,1,Boleto,4,Não,50.23,5.77,31,4,SC
O125119,2025-07-10,Beleza,94.12,37.77,1,Cartão de Crédito,5,Não,75.3,06.07,44,3,SP
O125432,2025-07-10,Esportes,234.47,134.95,1,Pix,4,Não,234.47,14.89,47,4,SP
O126346,2025-07-10,Vestuário,138.25,73.7,1,Pix,3,Não,131.34,9.57,18,5,SP
O126555,2025-07-10,Esportes,69.36,31.58,1,Pix,5,Não,65.89,7.9,40,5,SP
O126788,2025-07-10,Brinquedos,29.69,17.07,1,Pix,5,Não,29.69,3.3,41,4,SP
O129419,2025-07-10,Esportes,185.71,121.59,1,Boleto,3,Não,185.71,10.04,35,5,SP
O130842,2025-07-10,Brinquedos,82.61,36.85,1,Cartão de Crédito,2,Não,70.22,8.62,33,5,RJ
O130927,2025-07-10,Eletrônicos,192.27,80.97,1,Cartão de Crédito,7,Sim,192.27,10.38,20,5,SC
O131591,2025-07-10,Brinquedos,55.66,32.91,1,Cartão de Débito,7,Não,55.66,3.58,33,4,RS
O132190,2025-07-10,Brinquedos,41.83,21.32,2,Cartão de Crédito,5,Sim,79.48,8.99,28,3,PR
O133148,2025-07-10,Beleza,110.7,51.89,1,Cartão de Débito,3,Não,110.7,6.28,24,5,SP
O133915,2025-07-10,Alimentos,122.82,77.99,1,Cartão de Débito,10,Não,110.54,8.0,24,1,AL
O134007,2025-07-10,Vestuário,30.46,11.93,1,Cartão de Débito,5,Não,27.41,3.53,18,4,GO
O100161,2025-07-09,Alimentos,121.47,78.81,1,Pix,14,Não,121.47,09.02,29,1,CE
O100304,2025-07-09,Moradia,134.63,77.75,4,Cartão de Crédito,11,Não,538.52,10.33,26,1,PE
O100544,2025-07-09,Brinquedos,53.52,33.28,2,Cartão de Débito,7,Não,96.34,12.56,36,5,MA
O100559,2025-07-09,Moradia,141.22,67.19,5,Cartão de Crédito,2,Não,706.1,15.95,30,5,MG
O100961,2025-07-09,Vestuário,85.09,36.19,4,Pix,3,Não,289.31,8.43,28,5,SP
O101736,2025-07-09,Vestuário,15.41,7.27,1,Boleto,6,Não,14.64,6.84,34,5,RS
O102398,2025-07-09,Beleza,48.88,25.72,5,Boleto,10,Não,232.18,4.44,46,2,BA
O102775,2025-07-09,Beleza,70.72,41.76,1,Pix,5,Não,60.11,7.72,27,5,SC
O104198,2025-07-09,Alimentos,46.35,30.9,1,Pix,2,Não,39.4,3.68,49,5,MG
O105257,2025-07-09,Brinquedos,6.84,4.61,1,Cartão de Débito,2,Não,6.5,0.17,42,5,SP
O107132,2025-07-09,Moradia,277.51,193.29,3,Pix,3,Sim,832.53,14.01,55,5,RJ
O107399,2025-07-09,Esportes,541.6,226.88,1,Pix,6,Não,541.6,11.85,23,4,MT
O107426,2025-07-09,Vestuário,129.79,55.8,1,Boleto,7,Não,123.3,11.6,38,3,RS
O109030,2025-07-09,Beleza,73.98,50.65,1,Pix,2,Não,70.28,4.41,37,4,MG
O109582,2025-07-09,Moradia,862.74,357.68,3,Cartão de Crédito,2,Não,2588.22,12.22,31,5,SP
O111272,2025-07-09,Brinquedos,16.72,7.29,1,Cartão de Crédito,4,Não,16.72,3.19,53,4,RJ
O113900,2025-07-09,Eletrônicos,448.2,173.51,3,Cartão de Débito,6,Não,1344.6,14.38,48,4,ES
O114352,2025-07-09,Esportes,142.27,48.2,1,Pix,5,Não,142.27,6.88,30,3,PR
O115389,2025-07-09,Esportes,94.19,32.92,3,Cartão de Crédito,11,Não,282.57,8.22,32,1,CE
O118889,2025-07-09,Vestuário,312.23,189.55,1,Cartão de Crédito,2,Não,312.23,15.14,24,5,RJ
O119128,2025-07-09,Brinquedos,80.76,54.68,1,Cartão de Crédito,7,Não,76.72,5.21,46,5,RS
O119192,2025-07-09,Beleza,210.55,84.08,1,Cartão de Crédito,3,Não,189.5,11.74,28,5,SP
O119221,2025-07-09,Vestuário,106.27,46.17,2,Pix,5,Não,212.54,10.51,45,5,SC
O121443,2025-07-09,Esportes,208.74,79.94,1,Cartão de Débito,2,Não,208.74,09.02,19,5,RJ
O122094,2025-07-09,Moradia,57.51,24.38,2,Cartão de Crédito,2,Não,109.27,10.06,47,5,RJ
O122202,2025-07-09,Esportes,1117.87,676.19,2,Cartão de Crédito,7,Não,2235.74,13.03,56,3,PR
O122231,2025-07-09,Alimentos,46.9,15.96,1,Cartão de Débito,12,Não,44.56,7.59,43,2,PB
O122842,2025-07-09,Brinquedos,103.79,60.72,1,Cartão de Crédito,4,Não,103.79,09.01,33,4,SP
O124236,2025-07-09,Brinquedos,33.05,13.17,1,Boleto,12,Não,29.74,05.06,34,2,PE
O125099,2025-07-09,Eletrônicos,620.53,210.6,1,Cartão de Crédito,3,Não,620.53,14.55,36,5,SP
O125276,2025-07-09,Moradia,679.7,206.69,1,Cartão de Crédito,3,Não,645.72,9.53,46,5,RJ
O127579,2025-07-09,Beleza,181.69,125.32,1,Pix,2,Não,181.69,9.67,39,4,SP
O128111,2025-07-09,Moradia,529.75,283.49,1,Pix,2,Não,529.75,14.25,33,4,SP
O128126,2025-07-09,Beleza,40.28,13.74,1,Cartão de Crédito,3,Não,32.22,5.56,55,5,MG
O129460,2025-07-09,Vestuário,226.83,96.2,2,Cartão de Crédito,5,Sim,453.66,8.29,27,4,SP
O129874,2025-07-09,Vestuário,39.9,13.9,2,Cartão de Crédito,1,Não,71.82,7.25,19,5,MG
O129989,2025-07-09,Moradia,74.02,31.13,1,Pix,8,Sim,74.02,9.26,26,5,MA
O131663,2025-07-09,Esportes,721.35,244.4,3,Cartão de Crédito,1,Não,1839.44,11.93,22,5,SP
O131789,2025-07-09,Eletrônicos,596.28,236.04,5,Cartão de Crédito,12,Não,2981.4,14.87,24,2,BA
O133574,2025-07-09,Alimentos,17.7,12.09,1,Cartão de Débito,2,Não,15.04,4.79,44,5,RJ
O134469,2025-07-09,Brinquedos,152.77,53.38,1,Pix,8,Não,152.77,14.57,38,5,PR
O100469,2025-07-08,Alimentos,30.02,17.11,1,Pix,2,Não,30.02,4.97,36,5,SP
O100489,2025-07-08,Beleza,29.59,12.14,2,Pix,3,Não,56.22,9.78,33,4,SP
O102435,2025-07-08,Brinquedos,35.88,20.16,1,Pix,3,Não,28.7,10.62,46,5,SP
O102452,2025-07-08,Vestuário,284.06,95.17,2,Cartão de Crédito,4,Não,539.71,10.86,40,3,SP
O102503,2025-07-08,Brinquedos,14.26,6.89,5,Pix,2,Não,71.3,11.22,49,5,SP
O104204,2025-07-08,Brinquedos,11.78,5.94,1,Pix,4,Não,11.78,5.57,38,4,PR
O106018,2025-07-08,Beleza,24.79,8.32,1,Cartão de Crédito,6,Não,19.83,7.28,46,4,ES
O106291,2025-07-08,Eletrônicos,1752.08,631.16,3,Cartão de Débito,11,Não,5256.24,14.46,36,1,PE
O107031,2025-07-08,Alimentos,10.36,05.05,3,Pix,4,Não,26.42,5.55,21,3,PR
O107794,2025-07-08,Eletrônicos,436.18,212.56,1,Cartão de Crédito,3,Não,414.37,10.23,34,5,SP
O108059,2025-07-08,Eletrônicos,691.66,473.65,1,Pix,2,Não,622.49,15.61,28,5,SP
O109883,2025-07-08,Esportes,475.33,291.3,1,Cartão de Crédito,2,Não,475.33,8.86,38,5,SP
O111343,2025-07-08,Eletrônicos,541.77,244.87,1,Cartão de Crédito,2,Não,541.77,7.75,25,5,SP
O111885,2025-07-08,Eletrônicos,1127.64,392.78,3,Cartão de Débito,3,Não,2706.34,13.19,25,4,MG
O113715,2025-07-08,Eletrônicos,2326.35,1358.72,1,Pix,2,Não,2326.35,13.45,35,5,MG
O115064,2025-07-08,Beleza,70.38,36.81,1,Cartão de Crédito,3,Não,70.38,7.72,40,5,RJ
O117449,2025-07-08,Moradia,144.39,83.9,3,Cartão de Crédito,1,Não,433.17,12.8,44,5,RJ
O117610,2025-07-08,Moradia,1009.21,670.09,1,Cartão de Crédito,8,Não,1009.21,14.36,24,5,PE
O117913,2025-07-08,Brinquedos,31.7,20.64,1,Cartão de Débito,9,Sim,31.7,7.69,44,4,CE
O119016,2025-07-08,Alimentos,27.03,11.26,1,Pix,2,Não,22.98,6.11,42,4,SP
O119107,2025-07-08,Vestuário,237.05,133.98,1,Cartão de Crédito,6,Não,225.2,11.21,18,5,MT
O119110,2025-07-08,Moradia,76.4,43.52,1,Pix,12,Não,76.4,8.82,22,1,AL
O119401,2025-07-08,Vestuário,42.35,27.25,1,Cartão de Débito,3,Não,40.23,4.34,34,5,SP
O119564,2025-07-08,Esportes,22.73,10.31,2,Cartão de Débito,3,Não,43.19,07.08,32,5,RJ
O119851,2025-07-08,Beleza,52.06,22.58,3,Cartão de Crédito,5,Não,140.56,10.61,51,3,MG
O120607,2025-07-08,Vestuário,22.46,10.71,1,Pix,8,Não,19.09,4.25,32,5,PB
O120896,2025-07-08,Esportes,17.14,11.6,1,Cartão de Débito,7,Não,14.57,7.14,33,3,DF
O121150,2025-07-08,Moradia,54.95,20.64,1,Cartão de Crédito,4,Não,54.95,10.33,33,5,SP
O121787,2025-07-08,Eletrônicos,811.83,424.88,2,Pix,3,Não,1623.66,18.17,24,5,RJ
O123011,2025-07-08,Alimentos,68.35,44.08,3,Cartão de Crédito,5,Não,205.05,8.62,36,5,MG
O123485,2025-07-08,Beleza,54.94,20.45,1,Cartão de Débito,1,Não,54.94,8.23,21,5,MG
O125184,2025-07-08,Eletrônicos,952.83,565.71,5,Pix,2,Não,4049.53,12.65,39,5,SP
O125293,2025-07-08,Alimentos,34.25,15.47,1,Pix,7,Não,30.82,4.73,33,4,DF
O125856,2025-07-08,Moradia,422.95,165.06,1,Cartão de Crédito,4,Não,359.51,10.99,33,3,PR
O127283,2025-07-08,Eletrônicos,556.11,318.99,2,Cartão de Crédito,3,Não,1001.0,9.57,39,5,GO
O127788,2025-07-08,Moradia,224.59,152.16,1,Pix,4,Não,224.59,12.67,37,3,DF
O128047,2025-07-08,Esportes,1208.79,742.33,1,Pix,10,Não,1208.79,15.65,34,1,BA
O128057,2025-07-08,Eletrônicos,543.99,188.6,1,Cartão de Crédito,2,Não,516.79,12.77,52,4,RJ
O129251,2025-07-08,Brinquedos,11.17,6.4,1,Pix,4,Não,11.17,06.03,36,4,RS
O130499,2025-07-08,Eletrônicos,187.72,128.03,3,Pix,3,Não,563.16,11.59,25,5,SP
O131352,2025-07-08,Esportes,464.29,172.37,1,Cartão de Crédito,8,Não,464.29,13.08,30,4,PR
O131484,2025-07-08,Beleza,15.95,5.61,1,Cartão de Débito,1,Não,15.95,7.14,55,5,SP
O101266,2025-07-07,Vestuário,138.56,80.76,1,Pix,3,Não,110.85,7.36,58,5,SC
O101272,2025-07-07,Vestuário,274.51,122.08,5,Cartão de Débito,3,Não,1303.92,18.15,43,5,SP
O102772,2025-07-07,Vestuário,16.07,7.5,1,Cartão de Débito,3,Não,14.46,3.34,25,5,SP
O102792,2025-07-07,Moradia,398.83,124.98,3,Pix,3,Não,1136.67,12.68,22,5,SP
O102828,2025-07-07,Esportes,45.08,14.49,2,Pix,3,Não,90.16,7.72,18,5,SP
O103167,2025-07-07,Vestuário,145.32,91.18,1,Cartão de Crédito,3,Não,145.32,11.97,42,4,SC
O103520,2025-07-07,Eletrônicos,1087.03,614.59,1,Cartão de Débito,5,Não,869.62,14.49,48,4,SC
O104109,2025-07-07,Vestuário,262.04,105.3,1,Cartão de Crédito,3,Não,183.43,7.4,34,4,MG
O104604,2025-07-07,Vestuário,197.58,111.34,1,Pix,3,Não,197.58,11.2,29,5,SP
O104962,2025-07-07,Alimentos,10.91,5.62,1,Pix,3,Não,10.91,04.04,54,5,SP
O106744,2025-07-07,Eletrônicos,2521.0,835.47,1,Cartão de Débito,1,Não,2521.0,19.67,37,5,SP
O106877,2025-07-07,Esportes,376.46,149.86,1,Cartão de Crédito,3,Não,376.46,12.69,39,5,SP
O107028,2025-07-07,Eletrônicos,400.26,221.38,1,Pix,3,Não,400.26,11.65,18,5,ES
O108690,2025-07-07,Beleza,24.41,10.54,3,Cartão de Crédito,5,Não,62.25,09.06,45,3,SP
O110083,2025-07-07,Beleza,185.3,71.37,1,Cartão de Crédito,2,Não,157.5,11.15,34,5,RJ
O110835,2025-07-07,Vestuário,388.71,174.23,1,Pix,4,Não,349.84,8.64,18,5,SP
O111348,2025-07-07,Moradia,206.05,97.81,1,Boleto,2,Sim,206.05,10.57,37,5,SP
O111687,2025-07-07,Eletrônicos,1074.69,455.7,1,Cartão de Débito,4,Não,913.49,13.36,22,5,MG
O112248,2025-07-07,Esportes,38.88,26.33,1,Cartão de Débito,3,Não,34.99,7.36,23,5,RS
O112254,2025-07-07,Beleza,20.03,13.3,1,Pix,3,Não,18.03,5.65,24,4,SP
O112530,2025-07-07,Esportes,618.42,402.08,1,Cartão de Crédito,2,Não,618.42,16.16,38,4,SP
O112602,2025-07-07,Beleza,13.25,8.68,2,Cartão de Crédito,4,Não,26.5,5.28,18,4,RJ
O114790,2025-07-07,Beleza,212.25,145.06,1,Cartão de Débito,1,Não,212.25,11.37,37,5,SP
O115860,2025-07-07,Beleza,66.18,36.17,1,Pix,3,Não,62.87,6.56,46,5,SP
O116549,2025-07-07,Vestuário,47.82,31.84,1,Pix,8,Não,47.82,7.2,25,5,PI
O116987,2025-07-07,Eletrônicos,1364.44,955.04,1,Pix,6,Não,1296.22,10.43,30,4,RS
O117099,2025-07-07,Moradia,348.38,124.54,2,Pix,4,Não,661.92,6.83,33,4,MG
O117996,2025-07-07,Esportes,22.22,11.04,1,Cartão de Débito,4,Não,22.22,9.63,20,4,RJ
O118144,2025-07-07,Eletrônicos,289.76,130.17,1,Pix,2,Não,275.27,13.08,33,5,RJ
O118923,2025-07-07,Eletrônicos,495.11,173.7,1,Boleto,2,Não,495.11,10.06,42,5,MG
O119142,2025-07-07,Vestuário,56.67,32.68,1,Cartão de Crédito,8,Não,51.0,5.57,27,4,SC
O120123,2025-07-07,Alimentos,9.23,3.7,4,Cartão de Crédito,5,Não,36.92,5.53,18,3,SC
O120133,2025-07-07,Beleza,214.13,131.31,1,Cartão de Crédito,3,Não,214.13,7.68,40,5,SP
O123658,2025-07-07,Beleza,166.26,84.98,1,Cartão de Crédito,3,Não,166.26,08.03,22,5,MG
O123875,2025-07-07,Esportes,277.66,98.95,3,Pix,2,Não,791.33,16.73,25,5,RJ
O124607,2025-07-07,Esportes,68.68,33.02,1,Pix,7,Não,68.68,5.87,19,4,DF
O124665,2025-07-07,Eletrônicos,984.54,472.66,1,Cartão de Débito,4,Não,984.54,14.74,43,4,PR
O124790,2025-07-07,Brinquedos,8.25,4.46,1,Cartão de Débito,5,Não,07.01,2.49,46,4,MG
O125280,2025-07-07,Vestuário,180.74,59.48,1,Pix,2,Não,180.74,6.59,23,4,SP
O125355,2025-07-07,Moradia,124.09,52.62,3,Cartão de Crédito,5,Não,372.27,8.31,34,5,RS
O125471,2025-07-07,Brinquedos,11.91,5.43,3,Pix,3,Não,33.94,03.02,33,4,SP
O126251,2025-07-07,Brinquedos,79.09,38.07,1,Pix,3,Não,71.18,07.05,40,5,SP
O127582,2025-07-07,Alimentos,12.11,8.25,3,Cartão de Crédito,3,Não,34.51,6.35,38,4,SP
O127779,2025-07-07,Moradia,1683.24,1045.41,1,Cartão de Crédito,4,Não,1514.92,10.91,24,5,SC
O127795,2025-07-07,Vestuário,18.05,11.63,1,Pix,4,Não,18.05,2.44,39,4,SP
O127870,2025-07-07,Esportes,1303.47,442.39,2,Cartão de Crédito,2,Não,2606.94,15.01,32,4,RJ
O128031,2025-07-07,Beleza,49.11,18.0,2,Pix,4,Não,93.31,4.94,36,3,ES
O128530,2025-07-07,Vestuário,630.1,220.26,1,Pix,2,Não,567.09,16.3,40,5,SP
O128797,2025-07-07,Eletrônicos,693.12,358.97,1,Cartão de Crédito,3,Não,693.12,17.69,33,5,MG
O130779,2025-07-07,Vestuário,39.73,12.15,2,Cartão de Crédito,3,Não,79.46,7.57,23,5,RJ
O131844,2025-07-07,Brinquedos,68.34,27.4,5,Cartão de Débito,3,Não,341.7,14.73,60,5,SP
O131981,2025-07-07,Esportes,488.21,288.73,1,Pix,9,Não,390.57,7.75,23,3,CE
O100569,2025-07-06,Brinquedos,65.57,43.68,3,Pix,2,Não,196.71,7.67,20,5,SP
O101135,2025-07-06,Brinquedos,120.18,55.83,2,Boleto,3,Não,240.36,6.94,36,5,MG
O101292,2025-07-06,Brinquedos,36.81,21.06,2,Cartão de Crédito,2,Não,73.62,10.77,22,5,MG
O102660,2025-07-06,Vestuário,541.74,279.24,1,Pix,7,Não,541.74,12.21,29,4,RS
O102840,2025-07-06,Beleza,30.35,18.42,1,Pix,6,Não,30.35,6.28,23,4,PR
O102936,2025-07-06,Esportes,331.98,143.15,1,Cartão de Débito,3,Não,331.98,14.09,46,5,SP
O103619,2025-07-06,Beleza,56.4,35.62,2,Cartão de Débito,3,Não,112.8,9.28,18,5,SP
O103831,2025-07-06,Alimentos,12.68,4.61,1,Pix,6,Não,11.41,2.55,32,5,SC
O104037,2025-07-06,Eletrônicos,216.8,149.54,1,Boleto,2,Não,205.96,12.24,24,5,MG
O105880,2025-07-06,Brinquedos,13.47,8.48,1,Boleto,12,Não,12.8,4.39,47,2,PE
O106172,2025-07-06,Brinquedos,32.79,22.3,1,Cartão de Débito,8,Não,32.79,9.0,51,5,PE
O106243,2025-07-06,Esportes,389.05,247.62,1,Pix,4,Não,389.05,14.1,40,4,GO
O107962,2025-07-06,Esportes,260.56,90.7,1,Pix,5,Não,234.5,11.82,37,4,MG
O108469,2025-07-06,Esportes,620.53,425.54,1,Cartão de Débito,1,Não,620.53,11.0,45,5,SP
O108908,2025-07-06,Moradia,140.75,80.0,1,Cartão de Crédito,6,Sim,140.75,8.84,24,4,CE
O109588,2025-07-06,Beleza,58.16,26.82,1,Cartão de Débito,2,Não,55.25,12.72,39,5,RJ
O110119,2025-07-06,Vestuário,225.06,95.65,1,Pix,3,Não,225.06,13.0,29,4,SP
O110432,2025-07-06,Esportes,184.1,111.88,2,Pix,5,Não,368.2,11.23,32,5,GO
O110452,2025-07-06,Vestuário,55.69,36.59,1,Cartão de Débito,5,Não,38.98,6.61,31,5,ES
O112045,2025-07-06,Brinquedos,167.16,93.01,2,Pix,2,Não,334.32,10.26,33,5,MG
O112367,2025-07-06,Eletrônicos,507.9,296.29,1,Pix,4,Não,507.9,10.58,29,4,SP
O113881,2025-07-06,Vestuário,39.28,15.91,1,Cartão de Crédito,2,Não,39.28,9.89,35,5,RJ
O114095,2025-07-06,Brinquedos,42.32,16.76,1,Cartão de Crédito,10,Não,40.2,5.25,33,2,CE
O114989,2025-07-06,Moradia,97.56,61.42,1,Cartão de Crédito,12,Não,97.56,8.42,25,3,PA
O118285,2025-07-06,Vestuário,227.98,151.59,2,Cartão de Crédito,4,Não,455.96,14.45,18,3,SP
O118739,2025-07-06,Alimentos,28.86,16.19,3,Pix,3,Não,86.58,7.82,34,5,SP
O119479,2025-07-06,Vestuário,261.26,87.39,2,Cartão de Débito,6,Não,522.52,8.75,49,4,ES
O122259,2025-07-06,Vestuário,91.82,57.12,1,Cartão de Débito,5,Não,87.23,9.6,52,4,RJ
O122651,2025-07-06,Moradia,127.58,58.26,1,Cartão de Crédito,2,Não,127.58,10.71,25,5,MG
O125413,2025-07-06,Eletrônicos,2522.46,1482.66,3,Pix,6,Não,6432.27,20.47,30,4,SE
O126635,2025-07-06,Vestuário,58.55,23.73,1,Cartão de Crédito,3,Não,58.55,6.36,31,5,SP
O126779,2025-07-06,Vestuário,302.36,121.31,1,Cartão de Débito,6,Não,302.36,12.07,23,5,PR
O127414,2025-07-06,Esportes,475.8,161.28,1,Pix,3,Não,404.43,09.03,42,5,SP
O128643,2025-07-06,Alimentos,4.8,1.87,1,Cartão de Débito,1,Não,4.8,7.44,29,5,RJ
O129832,2025-07-06,Eletrônicos,1087.09,602.32,2,Cartão de Crédito,9,Não,2065.47,17.03,37,4,CE
O129922,2025-07-06,Vestuário,260.91,152.34,1,Cartão de Débito,5,Sim,260.91,10.75,47,3,RJ
O129971,2025-07-06,Vestuário,71.27,27.75,1,Cartão de Crédito,4,Não,71.27,8.3,25,3,MS
O130088,2025-07-06,Brinquedos,93.68,52.75,1,Pix,4,Sim,89.0,11.5,38,4,MG
O130958,2025-07-06,Esportes,84.32,43.05,1,Pix,4,Não,84.32,7.68,30,3,SP
O131623,2025-07-06,Vestuário,349.46,124.02,4,Pix,4,Não,1397.84,13.88,22,4,SP
O132672,2025-07-06,Esportes,103.12,69.52,1,Boleto,2,Não,97.96,8.29,35,5,RJ
O132940,2025-07-06,Moradia,172.4,70.31,1,Pix,4,Não,172.4,15.56,41,3,RJ
O133390,2025-07-06,Eletrônicos,607.17,196.91,1,Pix,2,Não,546.45,12.52,45,4,SP
O134085,2025-07-06,Eletrônicos,502.5,241.23,1,Cartão de Crédito,2,Não,502.5,18.38,29,5,RJ
O134181,2025-07-06,Beleza,46.9,29.66,1,Cartão de Crédito,3,Não,42.21,13.83,21,4,MG
O100152,2025-07-05,Esportes,744.25,465.9,2,Pix,7,Não,1488.5,11.35,44,4,SC
O103230,2025-07-05,Vestuário,166.48,96.11,1,Pix,6,Não,166.48,5.62,38,5,PR
O103269,2025-07-05,Eletrônicos,1441.82,542.46,1,Cartão de Crédito,7,Não,1441.82,16.74,22,5,SC
O103335,2025-07-05,Brinquedos,13.89,7.18,1,Cartão de Crédito,2,Não,13.89,5.67,42,5,SP
O104216,2025-07-05,Eletrônicos,188.88,110.11,1,Cartão de Débito,2,Não,179.44,11.53,20,5,SP
O104356,2025-07-05,Moradia,42.76,18.78,2,Cartão de Débito,4,Não,72.69,8.75,39,4,PR
O104933,2025-07-05,Eletrônicos,526.88,353.67,2,Pix,4,Não,1053.76,16.83,45,3,MG
O105052,2025-07-05,Alimentos,24.25,7.88,1,Cartão de Crédito,5,Não,21.82,4.51,32,4,SP
O105806,2025-07-05,Esportes,440.94,200.98,5,Boleto,12,Não,2204.7,15.46,43,2,CE
O106239,2025-07-05,Brinquedos,31.59,12.46,2,Cartão de Débito,12,Não,56.86,4.88,23,1,BA
O106405,2025-07-05,Esportes,122.76,47.75,1,Pix,4,Não,110.48,11.21,34,4,MG
O107192,2025-07-05,Vestuário,83.62,29.14,1,Cartão de Débito,2,Não,79.44,8.71,27,5,SP
O107401,2025-07-05,Vestuário,341.65,117.43,1,Cartão de Crédito,11,Não,341.65,10.37,35,2,BA
O108226,2025-07-05,Brinquedos,196.04,132.41,1,Cartão de Crédito,5,Não,196.04,15.12,29,3,RS
O110408,2025-07-05,Alimentos,9.71,4.99,1,Pix,9,Não,7.77,0.49,51,5,CE
O112142,2025-07-05,Eletrônicos,1621.41,518.07,1,Pix,10,Não,1297.13,13.87,43,2,BA
O112715,2025-07-05,Eletrônicos,336.95,114.2,3,Pix,12,Sim,1010.85,15.04,30,2,CE
O116407,2025-07-05,Alimentos,32.9,17.66,1,Cartão de Crédito,2,Não,32.9,5.66,41,5,MG
O117072,2025-07-05,Moradia,315.21,215.64,1,Cartão de Crédito,3,Não,315.21,13.81,34,5,SP
O117607,2025-07-05,Beleza,58.06,27.83,1,Boleto,3,Não,52.25,5.88,29,4,PR
O118906,2025-07-05,Brinquedos,27.58,13.03,1,Cartão de Débito,5,Não,26.2,5.63,25,4,RS
O119170,2025-07-05,Eletrônicos,462.33,218.42,1,Cartão de Débito,10,Não,462.33,12.08,21,1,BA
O119816,2025-07-05,Moradia,69.06,36.05,1,Cartão de Crédito,4,Não,69.06,6.39,32,5,SP
O121015,2025-07-05,Vestuário,239.3,78.72,1,Pix,4,Não,239.3,9.18,28,4,SP
